Region,Year,Sexo,Grupo,Valor,Min,Max
Peru,2017,Femenino,Estandarizada edad," 67,19 "," 42,46 "," 99,61 "
Peru,2017,Femenino,Todas edades," 73,45 "," 46,51 "," 108,52 "
Peru,2017,Masculino,Estandarizada edad," 82,04 "," 52,21 "," 122,23 "
Peru,2017,Masculino,Todas edades," 73,95 "," 46,97 "," 110,43 "
Peru,2018,Femenino,Estandarizada edad," 66,55 "," 41,13 "," 99,39 "
Peru,2018,Femenino,Todas edades," 75,21 "," 46,60 "," 111,89 "
Peru,2018,Masculino,Estandarizada edad," 81,64 "," 50,95 "," 122,77 "
Peru,2018,Masculino,Todas edades," 76,19 "," 47,47 "," 114,81 "
Peru,2019,Femenino,Estandarizada edad," 66,07 "," 40,15 "," 99,60 "
Peru,2019,Femenino,Todas edades," 76,99 "," 46,93 "," 115,53 "
Peru,2019,Masculino,Estandarizada edad," 81,20 "," 49,94 "," 123,64 "
Peru,2019,Masculino,Todas edades," 78,38 "," 48,13 "," 119,57 "
Paraguay,2000,Femenino,Estandarizada edad," 169,38 "," 129,68 "," 212,09 "
Paraguay,2000,Femenino,Todas edades," 99,75 "," 76,32 "," 125,37 "
Paraguay,2000,Masculino,Estandarizada edad," 209,93 "," 161,65 "," 263,87 "
Paraguay,2000,Masculino,Todas edades," 103,82 "," 79,98 "," 131,22 "
Paraguay,2001,Femenino,Estandarizada edad," 162,03 "," 123,66 "," 203,15 "
Paraguay,2001,Femenino,Todas edades," 97,93 "," 74,65 "," 123,27 "
Paraguay,2001,Masculino,Estandarizada edad," 191,53 "," 147,42 "," 240,95 "
Paraguay,2001,Masculino,Todas edades," 96,52 "," 74,31 "," 122,01 "
Paraguay,2002,Femenino,Estandarizada edad," 154,96 "," 117,69 "," 194,64 "
Paraguay,2002,Femenino,Todas edades," 95,84 "," 72,68 "," 120,80 "
Paraguay,2002,Masculino,Estandarizada edad," 186,08 "," 142,86 "," 235,15 "
Paraguay,2002,Masculino,Todas edades," 96,33 "," 73,91 "," 122,50 "
Paraguay,2003,Femenino,Estandarizada edad," 154,81 "," 118,02 "," 194,38 "
Paraguay,2003,Femenino,Todas edades," 97,44 "," 74,15 "," 122,75 "
Paraguay,2003,Masculino,Estandarizada edad," 186,79 "," 143,83 "," 236,56 "
Paraguay,2003,Masculino,Todas edades," 98,56 "," 75,90 "," 125,42 "
Paraguay,2004,Femenino,Estandarizada edad," 163,99 "," 126,19 "," 205,37 "
Paraguay,2004,Femenino,Todas edades," 104,89 "," 80,53 "," 131,80 "
Paraguay,2004,Masculino,Estandarizada edad," 217,09 "," 167,69 "," 273,44 "
Paraguay,2004,Masculino,Todas edades," 116,90 "," 90,38 "," 147,87 "
Paraguay,2005,Femenino,Estandarizada edad," 164,67 "," 126,30 "," 205,62 "
Paraguay,2005,Femenino,Todas edades," 107,16 "," 82,03 "," 134,23 "
Paraguay,2005,Masculino,Estandarizada edad," 206,91 "," 159,48 "," 260,20 "
Paraguay,2005,Masculino,Todas edades," 113,29 "," 87,45 "," 143,03 "
Paraguay,2006,Femenino,Estandarizada edad," 175,23 "," 134,25 "," 219,18 "
Paraguay,2006,Femenino,Todas edades," 117,09 "," 89,51 "," 146,81 "
Paraguay,2006,Masculino,Estandarizada edad," 220,68 "," 170,32 "," 276,81 "
Paraguay,2006,Masculino,Todas edades," 123,81 "," 95,69 "," 155,77 "
Paraguay,2007,Femenino,Estandarizada edad," 159,48 "," 122,34 "," 199,42 "
Paraguay,2007,Femenino,Todas edades," 109,51 "," 83,70 "," 137,34 "
Paraguay,2007,Masculino,Estandarizada edad," 214,85 "," 166,03 "," 269,60 "
Paraguay,2007,Masculino,Todas edades," 124,23 "," 96,05 "," 156,49 "
Paraguay,2008,Femenino,Estandarizada edad," 162,24 "," 124,13 "," 202,70 "
Paraguay,2008,Femenino,Todas edades," 113,79 "," 86,74 "," 142,53 "
Paraguay,2008,Masculino,Estandarizada edad," 207,70 "," 160,98 "," 261,47 "
Paraguay,2008,Masculino,Todas edades," 122,33 "," 94,88 "," 154,51 "
Paraguay,2009,Femenino,Estandarizada edad," 169,66 "," 130,35 "," 211,34 "
Paraguay,2009,Femenino,Todas edades," 120,91 "," 92,55 "," 150,99 "
Paraguay,2009,Masculino,Estandarizada edad," 226,91 "," 176,06 "," 285,17 "
Paraguay,2009,Masculino,Todas edades," 136,67 "," 106,10 "," 172,29 "
Paraguay,2010,Femenino,Estandarizada edad," 162,17 "," 124,78 "," 202,50 "
Paraguay,2010,Femenino,Todas edades," 117,59 "," 90,20 "," 147,16 "
Paraguay,2010,Masculino,Estandarizada edad," 227,48 "," 176,96 "," 285,76 "
Paraguay,2010,Masculino,Todas edades," 139,04 "," 108,27 "," 175,17 "
Paraguay,2011,Femenino,Estandarizada edad," 158,04 "," 121,45 "," 197,22 "
Paraguay,2011,Femenino,Todas edades," 117,50 "," 89,90 "," 147,00 "
Paraguay,2011,Masculino,Estandarizada edad," 214,40 "," 165,82 "," 270,84 "
Paraguay,2011,Masculino,Todas edades," 134,00 "," 103,65 "," 169,88 "
Paraguay,2012,Femenino,Estandarizada edad," 150,96 "," 115,36 "," 189,04 "
Paraguay,2012,Femenino,Todas edades," 115,12 "," 87,51 "," 144,55 "
Paraguay,2012,Masculino,Estandarizada edad," 206,58 "," 159,40 "," 262,52 "
Paraguay,2012,Masculino,Todas edades," 132,10 "," 101,88 "," 168,52 "
Paraguay,2013,Femenino,Estandarizada edad," 150,83 "," 115,16 "," 189,70 "
Paraguay,2013,Femenino,Todas edades," 117,87 "," 89,52 "," 148,58 "
Paraguay,2013,Masculino,Estandarizada edad," 203,17 "," 156,50 "," 260,68 "
Paraguay,2013,Masculino,Todas edades," 132,47 "," 102,00 "," 170,63 "
Paraguay,2014,Femenino,Estandarizada edad," 137,95 "," 104,54 "," 174,15 "
Paraguay,2014,Femenino,Todas edades," 109,61 "," 82,65 "," 138,67 "
Paraguay,2014,Masculino,Estandarizada edad," 192,53 "," 148,02 "," 247,40 "
Paraguay,2014,Masculino,Todas edades," 128,18 "," 98,50 "," 165,34 "
Paraguay,2015,Femenino,Estandarizada edad," 134,34 "," 101,15 "," 171,22 "
Paraguay,2015,Femenino,Todas edades," 108,46 "," 81,37 "," 138,45 "
Paraguay,2015,Masculino,Estandarizada edad," 189,35 "," 144,12 "," 246,10 "
Paraguay,2015,Masculino,Todas edades," 128,14 "," 97,50 "," 167,13 "
Paraguay,2016,Femenino,Estandarizada edad," 137,33 "," 100,60 "," 178,82 "
Paraguay,2016,Femenino,Todas edades," 113,67 "," 82,97 "," 148,24 "
Paraguay,2016,Masculino,Estandarizada edad," 203,33 "," 151,23 "," 268,94 "
Paraguay,2016,Masculino,Todas edades," 141,57 "," 105,18 "," 187,86 "
Paraguay,2017,Femenino,Estandarizada edad," 140,82 "," 99,02 "," 189,80 "
Paraguay,2017,Femenino,Todas edades," 119,01 "," 83,48 "," 160,50 "
Paraguay,2017,Masculino,Estandarizada edad," 204,77 "," 145,68 "," 278,72 "
Paraguay,2017,Masculino,Todas edades," 146,42 "," 103,95 "," 200,04 "
Paraguay,2018,Femenino,Estandarizada edad," 133,68 "," 90,36 "," 186,02 "
Paraguay,2018,Femenino,Todas edades," 115,33 "," 77,82 "," 160,47 "
Paraguay,2018,Masculino,Estandarizada edad," 195,69 "," 134,11 "," 275,75 "
Paraguay,2018,Masculino,Todas edades," 142,80 "," 97,59 "," 201,96 "
Paraguay,2019,Femenino,Estandarizada edad," 130,89 "," 86,28 "," 185,99 "
Paraguay,2019,Femenino,Todas edades," 114,93 "," 75,67 "," 163,21 "
Paraguay,2019,Masculino,Estandarizada edad," 194,06 "," 129,67 "," 280,13 "
Paraguay,2019,Masculino,Todas edades," 144,45 "," 96,26 "," 209,33 "
El Salvador,2000,Femenino,Estandarizada edad," 137,06 "," 107,89 "," 165,34 "
El Salvador,2000,Femenino,Todas edades," 88,75 "," 70,21 "," 107,24 "
El Salvador,2000,Masculino,Estandarizada edad," 184,94 "," 150,38 "," 223,24 "
El Salvador,2000,Masculino,Todas edades," 98,29 "," 80,34 "," 119,46 "
El Salvador,2001,Femenino,Estandarizada edad," 134,97 "," 106,50 "," 162,43 "
El Salvador,2001,Femenino,Todas edades," 91,56 "," 72,52 "," 110,33 "
El Salvador,2001,Masculino,Estandarizada edad," 169,84 "," 138,27 "," 205,26 "
El Salvador,2001,Masculino,Todas edades," 95,05 "," 77,78 "," 115,53 "
El Salvador,2002,Femenino,Estandarizada edad," 121,57 "," 95,28 "," 146,60 "
El Salvador,2002,Femenino,Todas edades," 85,68 "," 67,37 "," 103,47 "
El Salvador,2002,Masculino,Estandarizada edad," 164,19 "," 132,97 "," 199,04 "
El Salvador,2002,Masculino,Todas edades," 94,87 "," 77,28 "," 115,51 "
El Salvador,2003,Femenino,Estandarizada edad," 125,42 "," 98,63 "," 151,26 "
El Salvador,2003,Femenino,Todas edades," 91,33 "," 72,04 "," 110,24 "
El Salvador,2003,Masculino,Estandarizada edad," 154,49 "," 125,56 "," 186,83 "
El Salvador,2003,Masculino,Todas edades," 92,67 "," 75,67 "," 112,50 "
El Salvador,2004,Femenino,Estandarizada edad," 120,31 "," 94,80 "," 145,14 "
El Salvador,2004,Femenino,Todas edades," 90,09 "," 71,19 "," 108,76 "
El Salvador,2004,Masculino,Estandarizada edad," 147,03 "," 119,26 "," 177,94 "
El Salvador,2004,Masculino,Todas edades," 91,01 "," 74,07 "," 110,64 "
El Salvador,2005,Femenino,Estandarizada edad," 120,19 "," 94,63 "," 145,25 "
El Salvador,2005,Femenino,Todas edades," 91,86 "," 72,55 "," 111,05 "
El Salvador,2005,Masculino,Estandarizada edad," 149,87 "," 122,23 "," 181,66 "
El Salvador,2005,Masculino,Todas edades," 95,52 "," 78,10 "," 116,26 "
El Salvador,2006,Femenino,Estandarizada edad," 119,30 "," 93,68 "," 144,21 "
El Salvador,2006,Femenino,Todas edades," 95,80 "," 75,34 "," 115,87 "
El Salvador,2006,Masculino,Estandarizada edad," 155,54 "," 126,58 "," 189,19 "
El Salvador,2006,Masculino,Todas edades," 104,16 "," 84,82 "," 127,27 "
El Salvador,2007,Femenino,Estandarizada edad," 107,87 "," 84,95 "," 130,73 "
El Salvador,2007,Femenino,Todas edades," 90,61 "," 71,37 "," 109,89 "
El Salvador,2007,Masculino,Estandarizada edad," 142,92 "," 116,39 "," 174,16 "
El Salvador,2007,Masculino,Todas edades," 99,60 "," 81,26 "," 121,72 "
El Salvador,2008,Femenino,Estandarizada edad," 112,54 "," 88,51 "," 136,13 "
El Salvador,2008,Femenino,Todas edades," 97,52 "," 76,67 "," 118,03 "
El Salvador,2008,Masculino,Estandarizada edad," 145,31 "," 117,89 "," 177,38 "
El Salvador,2008,Masculino,Todas edades," 103,89 "," 84,42 "," 127,09 "
El Salvador,2009,Femenino,Estandarizada edad," 111,55 "," 87,90 "," 134,96 "
El Salvador,2009,Femenino,Todas edades," 99,37 "," 78,23 "," 120,31 "
El Salvador,2009,Masculino,Estandarizada edad," 143,93 "," 116,57 "," 175,72 "
El Salvador,2009,Masculino,Todas edades," 105,61 "," 85,57 "," 129,31 "
El Salvador,2010,Femenino,Estandarizada edad," 114,17 "," 89,83 "," 138,49 "
El Salvador,2010,Femenino,Todas edades," 104,21 "," 81,96 "," 126,46 "
El Salvador,2010,Masculino,Estandarizada edad," 142,89 "," 115,42 "," 174,92 "
El Salvador,2010,Masculino,Todas edades," 106,17 "," 85,85 "," 130,20 "
El Salvador,2011,Femenino,Estandarizada edad," 108,85 "," 85,19 "," 132,50 "
El Salvador,2011,Femenino,Todas edades," 103,50 "," 80,87 "," 126,05 "
El Salvador,2011,Masculino,Estandarizada edad," 151,46 "," 122,08 "," 185,15 "
El Salvador,2011,Masculino,Todas edades," 117,45 "," 94,72 "," 143,72 "
El Salvador,2012,Femenino,Estandarizada edad," 102,37 "," 79,61 "," 125,39 "
El Salvador,2012,Femenino,Todas edades," 100,88 "," 78,29 "," 123,59 "
El Salvador,2012,Masculino,Estandarizada edad," 133,41 "," 106,56 "," 163,92 "
El Salvador,2012,Masculino,Todas edades," 107,19 "," 85,63 "," 131,77 "
El Salvador,2013,Femenino,Estandarizada edad," 100,15 "," 77,25 "," 123,08 "
El Salvador,2013,Femenino,Todas edades," 102,53 "," 78,93 "," 125,97 "
El Salvador,2013,Masculino,Estandarizada edad," 125,39 "," 99,54 "," 154,81 "
El Salvador,2013,Masculino,Todas edades," 102,92 "," 81,70 "," 127,10 "
El Salvador,2014,Femenino,Estandarizada edad," 99,74 "," 76,59 "," 123,46 "
El Salvador,2014,Femenino,Todas edades," 104,50 "," 80,12 "," 129,27 "
El Salvador,2014,Masculino,Estandarizada edad," 133,80 "," 104,76 "," 166,69 "
El Salvador,2014,Masculino,Todas edades," 113,24 "," 88,52 "," 141,22 "
El Salvador,2015,Femenino,Estandarizada edad," 128,66 "," 95,54 "," 164,28 "
El Salvador,2015,Femenino,Todas edades," 138,15 "," 102,55 "," 176,07 "
El Salvador,2015,Masculino,Estandarizada edad," 181,45 "," 136,55 "," 235,56 "
El Salvador,2015,Masculino,Todas edades," 155,54 "," 116,90 "," 202,05 "
El Salvador,2016,Femenino,Estandarizada edad," 99,43 "," 71,33 "," 130,71 "
El Salvador,2016,Femenino,Todas edades," 111,40 "," 79,98 "," 145,98 "
El Salvador,2016,Masculino,Estandarizada edad," 141,45 "," 102,90 "," 188,54 "
El Salvador,2016,Masculino,Todas edades," 125,68 "," 91,49 "," 167,31 "
El Salvador,2017,Femenino,Estandarizada edad," 99,57 "," 69,53 "," 134,10 "
El Salvador,2017,Femenino,Todas edades," 115,39 "," 80,69 "," 154,76 "
El Salvador,2017,Masculino,Estandarizada edad," 145,49 "," 102,08 "," 199,22 "
El Salvador,2017,Masculino,Todas edades," 132,95 "," 93,43 "," 181,53 "
El Salvador,2018,Femenino,Estandarizada edad," 97,97 "," 67,38 "," 133,71 "
El Salvador,2018,Femenino,Todas edades," 116,99 "," 80,63 "," 158,86 "
El Salvador,2018,Masculino,Estandarizada edad," 145,30 "," 99,46 "," 201,77 "
El Salvador,2018,Masculino,Todas edades," 135,79 "," 93,13 "," 187,82 "
El Salvador,2019,Femenino,Estandarizada edad," 96,59 "," 66,19 "," 132,91 "
El Salvador,2019,Femenino,Todas edades," 118,37 "," 81,37 "," 161,95 "
El Salvador,2019,Masculino,Estandarizada edad," 144,91 "," 99,45 "," 202,24 "
El Salvador,2019,Masculino,Todas edades," 137,56 "," 94,70 "," 191,16 "
Surinam,2000,Femenino,Estandarizada edad," 256,93 "," 198,58 "," 322,61 "
Surinam,2000,Femenino,Todas edades," 183,21 "," 141,39 "," 230,56 "
Surinam,2000,Masculino,Estandarizada edad," 345,12 "," 274,13 "," 425,89 "
Surinam,2000,Masculino,Todas edades," 208,48 "," 165,45 "," 257,96 "
Surinam,2001,Femenino,Estandarizada edad," 265,21 "," 205,77 "," 333,13 "
Surinam,2001,Femenino,Todas edades," 193,03 "," 149,49 "," 243,09 "
Surinam,2001,Masculino,Estandarizada edad," 357,81 "," 283,56 "," 441,98 "
Surinam,2001,Masculino,Todas edades," 220,12 "," 174,19 "," 272,84 "
Surinam,2002,Femenino,Estandarizada edad," 264,94 "," 205,73 "," 332,33 "
Surinam,2002,Femenino,Todas edades," 196,16 "," 152,03 "," 246,64 "
Surinam,2002,Masculino,Estandarizada edad," 360,18 "," 285,47 "," 443,28 "
Surinam,2002,Masculino,Todas edades," 224,61 "," 177,76 "," 277,26 "
Surinam,2003,Femenino,Estandarizada edad," 257,76 "," 200,05 "," 322,88 "
Surinam,2003,Femenino,Todas edades," 193,87 "," 150,26 "," 243,29 "
Surinam,2003,Masculino,Estandarizada edad," 358,68 "," 284,56 "," 441,34 "
Surinam,2003,Masculino,Todas edades," 225,60 "," 178,81 "," 278,09 "
Surinam,2004,Femenino,Estandarizada edad," 250,47 "," 193,99 "," 314,62 "
Surinam,2004,Femenino,Todas edades," 191,06 "," 147,84 "," 240,36 "
Surinam,2004,Masculino,Estandarizada edad," 353,10 "," 280,36 "," 433,48 "
Surinam,2004,Masculino,Todas edades," 223,49 "," 177,39 "," 274,74 "
Surinam,2005,Femenino,Estandarizada edad," 241,33 "," 187,03 "," 303,24 "
Surinam,2005,Femenino,Todas edades," 186,79 "," 144,73 "," 235,01 "
Surinam,2005,Masculino,Estandarizada edad," 347,18 "," 275,46 "," 427,06 "
Surinam,2005,Masculino,Todas edades," 221,39 "," 175,57 "," 272,73 "
Surinam,2006,Femenino,Estandarizada edad," 233,01 "," 180,37 "," 292,71 "
Surinam,2006,Femenino,Todas edades," 184,20 "," 142,53 "," 231,71 "
Surinam,2006,Masculino,Estandarizada edad," 334,22 "," 265,20 "," 412,49 "
Surinam,2006,Masculino,Todas edades," 217,56 "," 172,54 "," 268,81 "
Surinam,2007,Femenino,Estandarizada edad," 226,43 "," 174,81 "," 285,16 "
Surinam,2007,Femenino,Todas edades," 183,05 "," 141,23 "," 230,85 "
Surinam,2007,Masculino,Estandarizada edad," 322,07 "," 255,41 "," 398,13 "
Surinam,2007,Masculino,Todas edades," 213,03 "," 168,84 "," 263,68 "
Surinam,2008,Femenino,Estandarizada edad," 219,78 "," 169,49 "," 276,27 "
Surinam,2008,Femenino,Todas edades," 181,34 "," 139,78 "," 228,26 "
Surinam,2008,Masculino,Estandarizada edad," 308,92 "," 245,02 "," 381,98 "
Surinam,2008,Masculino,Todas edades," 206,94 "," 164,02 "," 256,26 "
Surinam,2009,Femenino,Estandarizada edad," 214,65 "," 165,37 "," 269,77 "
Surinam,2009,Femenino,Todas edades," 180,32 "," 138,88 "," 226,89 "
Surinam,2009,Masculino,Estandarizada edad," 299,12 "," 236,88 "," 370,44 "
Surinam,2009,Masculino,Todas edades," 202,68 "," 160,42 "," 251,35 "
Surinam,2010,Femenino,Estandarizada edad," 207,92 "," 159,63 "," 261,87 "
Surinam,2010,Femenino,Todas edades," 177,33 "," 136,15 "," 223,54 "
Surinam,2010,Masculino,Estandarizada edad," 294,77 "," 233,32 "," 366,13 "
Surinam,2010,Masculino,Todas edades," 201,92 "," 159,81 "," 251,15 "
Surinam,2011,Femenino,Estandarizada edad," 202,22 "," 154,64 "," 256,22 "
Surinam,2011,Femenino,Todas edades," 177,00 "," 135,30 "," 224,47 "
Surinam,2011,Masculino,Estandarizada edad," 287,63 "," 226,82 "," 358,93 "
Surinam,2011,Masculino,Todas edades," 200,21 "," 157,90 "," 250,06 "
Surinam,2012,Femenino,Estandarizada edad," 199,06 "," 150,62 "," 253,86 "
Surinam,2012,Femenino,Todas edades," 178,41 "," 134,90 "," 227,74 "
Surinam,2012,Masculino,Estandarizada edad," 287,47 "," 224,80 "," 362,09 "
Surinam,2012,Masculino,Todas edades," 203,45 "," 159,02 "," 256,48 "
Surinam,2013,Femenino,Estandarizada edad," 198,30 "," 148,54 "," 254,53 "
Surinam,2013,Femenino,Todas edades," 181,58 "," 135,89 "," 233,29 "
Surinam,2013,Masculino,Estandarizada edad," 290,78 "," 225,47 "," 368,78 "
Surinam,2013,Masculino,Todas edades," 208,68 "," 161,76 "," 264,86 "
Surinam,2014,Femenino,Estandarizada edad," 198,12 "," 146,72 "," 257,20 "
Surinam,2014,Femenino,Todas edades," 184,74 "," 136,72 "," 240,03 "
Surinam,2014,Masculino,Estandarizada edad," 292,97 "," 224,55 "," 374,18 "
Surinam,2014,Masculino,Todas edades," 212,29 "," 162,61 "," 271,49 "
Surinam,2015,Femenino,Estandarizada edad," 200,76 "," 146,16 "," 264,13 "
Surinam,2015,Femenino,Todas edades," 190,35 "," 138,53 "," 250,56 "
Surinam,2015,Masculino,Estandarizada edad," 300,59 "," 226,48 "," 388,39 "
Surinam,2015,Masculino,Todas edades," 219,64 "," 165,45 "," 284,12 "
Surinam,2016,Femenino,Estandarizada edad," 208,12 "," 148,44 "," 277,89 "
Surinam,2016,Femenino,Todas edades," 202,42 "," 144,29 "," 270,38 "
Surinam,2016,Masculino,Estandarizada edad," 312,08 "," 229,52 "," 410,28 "
Surinam,2016,Masculino,Todas edades," 231,96 "," 170,55 "," 305,38 "
Surinam,2017,Femenino,Estandarizada edad," 217,82 "," 152,29 "," 294,80 "
Surinam,2017,Femenino,Todas edades," 217,17 "," 151,73 "," 294,02 "
Surinam,2017,Masculino,Estandarizada edad," 327,20 "," 235,53 "," 437,12 "
Surinam,2017,Masculino,Todas edades," 247,28 "," 177,83 "," 331,04 "
Surinam,2018,Femenino,Estandarizada edad," 231,61 "," 159,03 "," 317,89 "
Surinam,2018,Femenino,Todas edades," 236,32 "," 162,18 "," 324,37 "
Surinam,2018,Masculino,Estandarizada edad," 348,61 "," 245,03 "," 472,60 "
Surinam,2018,Masculino,Todas edades," 267,89 "," 188,00 "," 364,06 "
Surinam,2019,Femenino,Estandarizada edad," 236,84 "," 160,35 "," 329,08 "
Surinam,2019,Femenino,Todas edades," 246,55 "," 166,89 "," 342,54 "
Surinam,2019,Masculino,Estandarizada edad," 356,57 "," 246,17 "," 492,24 "
Surinam,2019,Masculino,Todas edades," 277,70 "," 191,29 "," 384,60 "
Trindad y Tobago,2000,Femenino,Estandarizada edad," 268,77 "," 227,36 "," 311,14 "
Trindad y Tobago,2000,Femenino,Todas edades," 242,35 "," 205,01 "," 280,71 "
Trindad y Tobago,2000,Masculino,Estandarizada edad," 390,40 "," 336,44 "," 448,90 "
Trindad y Tobago,2000,Masculino,Todas edades," 277,91 "," 239,52 "," 320,22 "
Trindad y Tobago,2001,Femenino,Estandarizada edad," 255,17 "," 215,56 "," 296,53 "
Trindad y Tobago,2001,Femenino,Todas edades," 238,84 "," 201,66 "," 277,64 "
Trindad y Tobago,2001,Masculino,Estandarizada edad," 391,06 "," 336,62 "," 449,79 "
Trindad y Tobago,2001,Masculino,Todas edades," 285,64 "," 245,93 "," 329,10 "
Trindad y Tobago,2002,Femenino,Estandarizada edad," 238,51 "," 200,82 "," 278,20 "
Trindad y Tobago,2002,Femenino,Todas edades," 229,49 "," 193,06 "," 267,70 "
Trindad y Tobago,2002,Masculino,Estandarizada edad," 372,14 "," 321,28 "," 429,13 "
Trindad y Tobago,2002,Masculino,Todas edades," 278,75 "," 240,57 "," 322,04 "
Trindad y Tobago,2003,Femenino,Estandarizada edad," 240,95 "," 203,47 "," 280,40 "
Trindad y Tobago,2003,Femenino,Todas edades," 238,12 "," 200,93 "," 277,09 "
Trindad y Tobago,2003,Masculino,Estandarizada edad," 378,00 "," 325,73 "," 436,84 "
Trindad y Tobago,2003,Masculino,Todas edades," 287,15 "," 247,52 "," 332,25 "
Trindad y Tobago,2004,Femenino,Estandarizada edad," 226,09 "," 189,94 "," 264,55 "
Trindad y Tobago,2004,Femenino,Todas edades," 227,96 "," 191,45 "," 266,66 "
Trindad y Tobago,2004,Masculino,Estandarizada edad," 354,01 "," 304,56 "," 409,93 "
Trindad y Tobago,2004,Masculino,Todas edades," 275,08 "," 236,85 "," 318,87 "
Trindad y Tobago,2005,Femenino,Estandarizada edad," 212,59 "," 177,95 "," 249,96 "
Trindad y Tobago,2005,Femenino,Todas edades," 217,34 "," 181,94 "," 255,46 "
Trindad y Tobago,2005,Masculino,Estandarizada edad," 342,83 "," 293,11 "," 398,88 "
Trindad y Tobago,2005,Masculino,Todas edades," 269,62 "," 230,83 "," 313,91 "
Trindad y Tobago,2006,Femenino,Estandarizada edad," 202,28 "," 168,67 "," 238,84 "
Trindad y Tobago,2006,Femenino,Todas edades," 214,56 "," 178,79 "," 253,28 "
Trindad y Tobago,2006,Masculino,Estandarizada edad," 308,68 "," 262,58 "," 361,61 "
Trindad y Tobago,2006,Masculino,Todas edades," 250,37 "," 213,41 "," 293,36 "
Trindad y Tobago,2007,Femenino,Estandarizada edad," 190,09 "," 158,58 "," 226,00 "
Trindad y Tobago,2007,Femenino,Todas edades," 207,42 "," 172,86 "," 246,53 "
Trindad y Tobago,2007,Masculino,Estandarizada edad," 291,54 "," 247,87 "," 343,18 "
Trindad y Tobago,2007,Masculino,Todas edades," 244,13 "," 207,89 "," 287,35 "
Trindad y Tobago,2008,Femenino,Estandarizada edad," 194,46 "," 161,01 "," 233,00 "
Trindad y Tobago,2008,Femenino,Todas edades," 218,04 "," 180,35 "," 261,12 "
Trindad y Tobago,2008,Masculino,Estandarizada edad," 304,69 "," 258,19 "," 360,21 "
Trindad y Tobago,2008,Masculino,Todas edades," 262,15 "," 222,47 "," 309,91 "
Trindad y Tobago,2009,Femenino,Estandarizada edad," 171,53 "," 140,83 "," 207,88 "
Trindad y Tobago,2009,Femenino,Todas edades," 196,43 "," 161,15 "," 237,90 "
Trindad y Tobago,2009,Masculino,Estandarizada edad," 266,27 "," 224,49 "," 316,26 "
Trindad y Tobago,2009,Masculino,Todas edades," 234,07 "," 197,77 "," 277,86 "
Trindad y Tobago,2010,Femenino,Estandarizada edad," 179,04 "," 146,09 "," 218,42 "
Trindad y Tobago,2010,Femenino,Todas edades," 208,75 "," 170,28 "," 254,46 "
Trindad y Tobago,2010,Masculino,Estandarizada edad," 282,74 "," 237,64 "," 336,59 "
Trindad y Tobago,2010,Masculino,Todas edades," 250,59 "," 211,39 "," 298,05 "
Trindad y Tobago,2011,Femenino,Estandarizada edad," 152,90 "," 123,30 "," 188,46 "
Trindad y Tobago,2011,Femenino,Todas edades," 183,49 "," 147,83 "," 225,96 "
Trindad y Tobago,2011,Masculino,Estandarizada edad," 250,96 "," 209,83 "," 300,83 "
Trindad y Tobago,2011,Masculino,Todas edades," 233,83 "," 196,29 "," 279,84 "
Trindad y Tobago,2012,Femenino,Estandarizada edad," 155,60 "," 123,90 "," 194,13 "
Trindad y Tobago,2012,Femenino,Todas edades," 191,50 "," 152,36 "," 238,65 "
Trindad y Tobago,2012,Masculino,Estandarizada edad," 243,68 "," 202,00 "," 294,98 "
Trindad y Tobago,2012,Masculino,Todas edades," 230,70 "," 192,11 "," 278,72 "
Trindad y Tobago,2013,Femenino,Estandarizada edad," 149,31 "," 115,62 "," 192,19 "
Trindad y Tobago,2013,Femenino,Todas edades," 187,32 "," 145,06 "," 240,67 "
Trindad y Tobago,2013,Masculino,Estandarizada edad," 243,98 "," 192,11 "," 309,80 "
Trindad y Tobago,2013,Masculino,Todas edades," 238,78 "," 188,07 "," 303,73 "
Trindad y Tobago,2014,Femenino,Estandarizada edad," 142,31 "," 106,41 "," 189,70 "
Trindad y Tobago,2014,Femenino,Todas edades," 181,33 "," 135,77 "," 241,16 "
Trindad y Tobago,2014,Masculino,Estandarizada edad," 235,43 "," 176,26 "," 312,43 "
Trindad y Tobago,2014,Masculino,Todas edades," 235,69 "," 176,00 "," 314,08 "
Trindad y Tobago,2015,Femenino,Estandarizada edad," 136,77 "," 100,11 "," 186,36 "
Trindad y Tobago,2015,Femenino,Todas edades," 176,74 "," 129,68 "," 240,18 "
Trindad y Tobago,2015,Masculino,Estandarizada edad," 227,55 "," 163,99 "," 308,93 "
Trindad y Tobago,2015,Masculino,Todas edades," 232,56 "," 166,93 "," 317,62 "
Trindad y Tobago,2016,Femenino,Estandarizada edad," 132,82 "," 94,89 "," 183,01 "
Trindad y Tobago,2016,Femenino,Todas edades," 176,72 "," 126,66 "," 242,65 "
Trindad y Tobago,2016,Masculino,Estandarizada edad," 220,78 "," 157,16 "," 302,84 "
Trindad y Tobago,2016,Masculino,Todas edades," 233,09 "," 165,11 "," 321,62 "
Trindad y Tobago,2017,Femenino,Estandarizada edad," 128,25 "," 90,65 "," 176,69 "
Trindad y Tobago,2017,Femenino,Todas edades," 175,23 "," 124,31 "," 240,39 "
Trindad y Tobago,2017,Masculino,Estandarizada edad," 213,30 "," 150,11 "," 292,40 "
Trindad y Tobago,2017,Masculino,Todas edades," 231,98 "," 162,59 "," 319,54 "
